Year,State Name,Ozone Average,Carbon Average,Nitrogen Average,Sulfur Average,PM2.5 Average,PM10 Average,Ozone AQI,Carbon AQI,Nitrogen AQI,Sulfur AQI,PM2.5 AQI,PM10 AQI,Overall AQI,Population
2011,Arkansas,0,0.4,16,2,0.0,0.0,0,5,15,3,0,0,15,2941.038
2011,California,0,0.4,16,1,11.1,27.3,0,5,15,1,55,25,55,37636.311
2011,Colorado,0,0.3,12,4,9.8,23.5,0,3,11,6,52,21,52,5121.9
2011,Connecticut,0,0.3,16,2,0.0,0.0,0,3,15,3,0,0,15,3588.632
2011,Delaware,0,0.3,17,3,12.0,0.0,0,3,16,4,56,0,56,907.59
2011,District Of Columbia,0,0.7,22,3,10.9,0.0,0,8,21,4,54,0,54,
2011,Florida,0,0.2,10,3,7.9,18.0,0,2,9,4,44,16,44,19055.607
2011,Georgia,0,0.3,11,4,12.4,20.5,0,3,10,6,57,19,57,9803.63
2011,Hawaii,0,0.4,6,17,6.3,16.3,0,5,6,24,35,15,35,1379.562
2011,Idaho,0,0.3,15,8,9.9,18.5,0,3,14,11,52,17,52,1584.272
2011,Illinois,0,0.4,22,4,0.0,25.3,0,5,21,6,0,23,23,12867.783
2011,Indiana,0,0.5,15,6,13.1,24.8,0,6,14,8,58,23,58,6517.25
2011,Iowa,0,0.2,12,3,0.0,0.0,0,2,11,4,0,0,11,3066.772
2011,Kansas,0,0.3,12,3,0.0,22.1,0,3,11,4,0,20,20,2869.677
2011,Kentucky,0,0.5,11,5,11.0,19.4,0,6,10,7,55,18,55,4370.817
2011,Louisiana,0,0.2,12,10,12.6,23.9,0,2,11,14,58,22,58,4576.244
2011,Maine,0,0.2,9,1,0.0,14.1,0,2,8,1,0,13,13,1328.473
2011,Maryland,0,0.3,22,3,11.3,0.0,0,3,21,4,55,0,55,5840.241
2011,Massachusetts,0,0.3,16,3,0.0,0.0,0,3,15,4,0,0,15,6614.218
2011,Michigan,0,0.4,16,5,6.5,21.1,0,5,15,7,36,19,36,9883.053
2011,Minnesota,0,0.1,12,1,8.6,22.7,0,1,11,1,48,21,48,5346.62
2011,Mississippi,0,0.2,9,2,13.3,0.0,0,2,8,3,59,0,59,2979.147
2011,Missouri,0,0.3,21,11,11.0,24.1,0,3,20,15,55,22,55,6011.182
2011,Montana,0,0.3,4,3,8.2,21.3,0,3,4,4,46,19,46,997.518
2011,Nebraska,0,0.3,0,4,11.1,32.1,0,3,0,6,55,29,55,1840.914
2011,Nevada,0,0.4,19,1,6.7,19.9,0,5,18,1,37,18,37,2713.114
2011,New Hampshire,0,0.3,3,6,7.7,0.0,0,3,3,8,43,0,43,1320.444
2011,New Jersey,0,0.4,24,4,0.0,0.0,0,5,23,6,0,0,23,8828.552
2011,New Mexico,0,0.4,13,2,0.0,33.3,0,5,12,3,0,30,30,2080.707
2011,New York,0,0.3,16,2,0.0,0.0,0,3,15,3,0,0,15,19499.921
2011,North Carolina,0,0.4,15,2,10.6,14.3,0,5,14,3,54,13,54,9658.913
2011,North Dakota,0,0.2,5,2,6.4,12.2,0,2,5,3,36,11,36,685.526
2011,Ohio,0,0.3,15,7,12.6,20.1,0,3,14,10,58,18,58,11545.735
2011,Oklahoma,0,0.2,12,5,0.0,22.0,0,2,11,7,0,20,20,3788.824
2011,Oregon,0,0.3,14,1,0.0,0.0,0,3,13,1,0,0,13,3872.672
2011,Pennsylvania,0,0.2,16,5,11.6,17.3,0,2,15,7,56,16,56,12747.052
2011,Rhode Island,0,0.2,9,3,8.2,0.0,0,2,8,4,46,0,46,1053.829
2011,South Carolina,0,0.2,10,2,10.9,21.2,0,2,9,3,54,19,54,4672.655
2011,South Dakota,0,0.2,7,1,6.2,17.0,0,2,7,1,34,15,34,823.74
2011,Tennessee,0,0.3,15,5,13.4,19.5,0,3,14,7,59,18,59,6400.298
2011,Texas,0,0.2,12,2,10.9,28.2,0,2,11,3,54,26,54,25645.504
2011,Utah,0,0.4,10,2,4.3,0.0,0,5,9,3,24,0,24,2814.797
2011,Vermont,0,0.3,13,3,0.0,0.0,0,3,12,4,0,0,12,627.197
2011,Virginia,0,0.3,13,3,0.0,0.0,0,3,12,4,0,0,12,8102.437
2011,Washington,0,0.3,9,1,8.6,18.2,0,3,8,1,48,17,48,6827.479
2011,West Virginia,0,0.4,0,8,0.0,15.7,0,5,0,11,0,14,14,1856.606
2011,Wisconsin,0,0.1,8,5,9.4,11.6,0,1,8,7,52,11,52,5705.84
2011,Wyoming,0,0.2,6,4,4.1,11.8,0,2,6,6,23,11,23,567.491
2011,Puerto Rico,0,0.6,0,2,0.0,25.7,0,7,0,3,0,23,23,
2011,Virgin Islands,0,0.0,0,3,0.0,0.0,0,0,0,4,0,0,4,
2011,Country Of Mexico,0,0.9,28,3,0.0,0.0,0,10,26,4,0,0,26,
2012,Alabama,0,0.4,0,4,0.0,19.4,0,5,0,6,0,18,18,4816.632
2012,Alaska,0,0.7,0,12,5.1,15.6,0,8,0,17,28,14,28,730.81
2012,Arizona,0,0.4,26,10,8.5,41.0,0,5,25,14,47,37,47,6556.344
2012,Arkansas,0,0.5,17,2,0.0,0.0,0,6,16,3,0,0,16,2952.876
2012,California,0,0.4,16,1,9.4,26.3,0,5,15,1,52,24,52,37944.551
2012,Colorado,0,0.3,11,3,6.4,22.0,0,3,10,4,36,20,36,5193.66
2012,Connecticut,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,3595.211
2012,Delaware,0,0.3,11,2,9.7,0.0,0,3,10,3,52,0,52,915.518
2012,District Of Columbia,0,0.6,22,2,11.7,0.0,0,7,21,3,56,0,56,
2012,Florida,0,0.2,10,2,8.3,17.5,0,2,9,3,46,16,46,19302.016
2012,Georgia,0,0.3,10,3,13.4,19.5,0,3,9,4,59,18,59,9903.58
2012,Hawaii,0,0.4,6,22,7.6,15.2,0,5,6,31,42,14,42,1395.199
2012,Idaho,0,0.3,19,7,13.7,22.8,0,3,18,10,60,21,60,1595.91
2012,Illinois,0,0.4,22,4,0.0,27.9,0,5,21,6,0,25,25,12883.029
2012,Indiana,0,0.6,15,5,12.2,23.2,0,7,14,7,57,21,57,6538.989
2012,Iowa,0,0.2,9,4,0.0,0.0,0,2,8,6,0,0,8,3076.844
2012,Kansas,0,0.3,12,2,0.0,22.9,0,3,11,3,0,21,21,2886.024
2012,Kentucky,0,0.3,11,4,11.3,18.8,0,3,10,6,55,17,55,4387.865
2012,Louisiana,0,0.2,12,7,10.3,21.7,0,2,11,10,53,20,53,4602.067
2012,Maine,0,0.2,9,1,0.0,16.2,0,2,8,1,0,15,15,1328.094
2012,Maryland,0,0.2,18,2,10.1,0.0,0,2,17,3,53,0,53,5888.375
2012,Massachusetts,0,0.3,13,3,0.0,0.0,0,3,12,4,0,0,12,6664.269
2012,Michigan,0,0.3,15,5,7.4,28.8,0,3,14,7,41,26,41,9898.289
2012,Minnesota,0,0.1,10,1,8.0,20.7,0,1,9,1,44,19,44,5377.5
2012,Mississippi,0,0.2,8,2,11.2,0.0,0,2,8,3,55,0,55,2984.599
2012,Missouri,0,0.3,21,8,10.6,25.7,0,3,20,11,54,23,54,6026.027
2012,Montana,0,0.1,3,3,8.8,20.8,0,1,3,4,49,19,49,1004.168
2012,Nebraska,0,0.4,0,4,9.4,37.1,0,5,0,6,52,34,52,1853.691
2012,Nevada,0,0.5,21,1,8.3,26.1,0,6,20,1,46,24,46,2744.67
2012,New Hampshire,0,0.3,3,2,6.4,0.0,0,3,3,3,36,0,36,1324.677
2012,New Jersey,0,0.4,21,2,0.0,0.0,0,5,20,3,0,0,20,8845.671
2012,New Mexico,0,0.3,13,1,11.3,34.5,0,3,12,1,55,31,55,2087.715
2012,New York,0,0.3,19,2,0.0,0.0,0,3,18,3,0,0,18,19574.362
2012,North Carolina,0,0.3,14,1,9.9,13.0,0,3,13,1,52,12,52,9751.81
2012,North Dakota,0,0.2,5,3,6.3,15.0,0,2,5,4,35,14,35,702.227
2012,Ohio,0,0.3,19,6,11.6,20.7,0,3,18,8,56,19,56,11550.971
2012,Oklahoma,0,0.2,12,4,10.6,21.3,0,2,11,6,54,19,54,3819.32
2012,Oregon,0,0.3,14,1,0.0,0.0,0,3,13,1,0,0,13,3900.102
2012,Pennsylvania,0,0.2,14,5,10.7,16.9,0,2,13,7,54,15,54,12769.123
2012,Rhode Island,0,0.2,9,2,7.1,0.0,0,2,8,3,39,0,39,1054.893
2012,South Carolina,0,0.2,9,1,0.0,18.3,0,2,8,1,0,17,17,4719.027
2012,South Dakota,0,0.2,8,1,7.1,20.1,0,2,8,1,39,18,39,833.859
2012,Tennessee,0,0.3,14,4,11.9,19.9,0,3,13,6,56,18,56,6455.752
2012,Texas,0,0.2,12,2,11.6,26.4,0,2,11,3,56,24,56,26084.12
2012,Utah,0,0.4,13,2,5.9,20.8,0,5,12,3,33,19,33,2854.146
2012,Vermont,0,0.3,11,1,0.0,0.0,0,3,10,1,0,0,10,626.361
2012,Virginia,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,8187.456
2012,Washington,0,0.3,10,1,6.9,17.4,0,3,9,1,38,16,38,6898.599
2012,West Virginia,0,0.4,0,7,0.0,14.8,0,5,0,10,0,13,13,1857.446
2012,Wisconsin,0,0.1,7,5,7.4,13.6,0,1,7,7,41,12,41,5720.825
2012,Wyoming,0,0.2,6,3,5.2,16.6,0,2,6,4,29,15,29,576.656
2012,Puerto Rico,0,0.9,28,2,0.0,27.0,0,10,26,3,0,25,26,
2012,Virgin Islands,0,0.0,0,2,0.0,0.0,0,0,0,3,0,0,3,
2012,Country Of Mexico,0,0.5,37,0,0.0,0.0,0,6,35,0,0,0,35,
2013,Alabama,0,0.3,18,2,12.1,17.0,0,3,17,3,57,15,57,4831.586
2013,Alaska,0,0.6,0,10,4.4,15.5,0,7,0,14,24,14,24,737.626
2013,Arizona,0,0.4,24,9,7.8,35.6,0,5,23,13,43,32,43,6634.69
2013,Arkansas,0,0.4,15,2,0.0,0.0,0,5,14,3,0,0,14,2960.459
2013,California,0,0.3,16,1,10.5,32.2,0,3,15,1,54,29,54,38253.768
2013,Colorado,0,0.4,13,5,7.2,19.1,0,5,12,7,40,17,40,5270.774
2013,Connecticut,0,0.3,15,1,0.0,0.0,0,3,14,1,0,0,14,3595.792
2013,Delaware,0,0.3,10,1,9.0,0.0,0,3,9,1,50,0,50,924.062
2013,District Of Columbia,0,0.4,18,2,11.5,16.9,0,5,17,3,55,15,55,
2013,Florida,0,0.2,9,2,0.0,16.2,0,2,8,3,0,15,15,19551.678
2013,Georgia,0,0.3,9,3,11.6,17.6,0,3,8,4,56,16,56,9975.592
2013,Hawaii,0,0.4,5,19,6.8,15.0,0,5,5,26,38,14,38,1408.822
2013,Idaho,0,0.3,19,5,12.6,18.8,0,3,18,7,58,17,58,1612.053
2013,Illinois,0,0.2,21,3,0.0,34.5,0,2,20,4,0,31,31,12895.778
2013,Indiana,0,0.4,13,5,11.4,21.1,0,5,12,7,55,19,55,6570.575
2013,Iowa,0,0.2,10,4,0.0,42.7,0,2,9,6,0,39,39,3093.935
2013,Kansas,0,0.3,10,2,0.0,17.5,0,3,9,3,0,16,16,2894.306
2013,Kentucky,0,0.3,12,3,11.1,16.5,0,3,11,4,55,15,55,4406.906
2013,Louisiana,0,0.2,11,4,9.9,20.2,0,2,10,6,52,18,52,4626.04
2013,Maine,0,0.2,8,1,7.8,14.5,0,2,8,1,43,13,43,1328.543
2013,Maryland,0,0.2,17,2,9.1,0.0,0,2,16,3,51,0,51,5925.197
2013,Massachusetts,0,0.3,15,2,0.0,0.0,0,3,14,3,0,0,14,6715.158
2013,Michigan,0,0.2,14,4,8.7,22.7,0,2,13,6,48,21,48,9914.802
2013,Minnesota,0,0.1,11,1,6.9,19.5,0,1,10,1,38,18,38,5414.722
2013,Mississippi,0,0.2,8,2,0.0,0.0,0,2,8,3,0,0,8,2989.839
2013,Missouri,0,0.3,19,7,9.9,20.7,0,3,18,10,52,19,52,6042.989
2013,Montana,0,0.1,3,3,7.0,15.4,0,1,3,4,39,14,39,1014.158
2013,Nebraska,0,0.3,0,3,10.1,26.8,0,3,0,4,53,24,53,1865.813
2013,Nevada,0,0.4,20,2,10.3,21.9,0,5,19,3,53,20,53,2776.956
2013,New Hampshire,0,0.2,2,2,7.4,9.0,0,2,2,3,41,8,41,1327.272
2013,New Jersey,0,0.4,20,1,0.0,0.0,0,5,19,1,0,0,19,8857.821
2013,New Mexico,0,0.2,12,1,6.4,32.2,0,2,11,1,36,29,36,2092.833
2013,New York,0,0.3,20,2,0.0,0.0,0,3,19,3,0,0,19,19626.488
2013,North Carolina,0,0.3,12,1,9.6,11.5,0,3,11,1,52,10,52,9846.717
2013,North Dakota,0,0.1,5,2,5.8,13.6,0,1,5,3,32,12,32,723.149
2013,Ohio,0,0.3,17,4,10.6,18.4,0,3,16,6,54,17,54,11579.692
2013,Oklahoma,0,0.2,11,3,9.5,18.4,0,2,10,4,52,17,52,3853.891
2013,Oregon,0,0.3,14,2,0.0,0.0,0,3,13,3,0,0,13,3924.11
2013,Pennsylvania,0,0.2,12,4,10.9,17.0,0,2,11,6,54,15,54,12779.538
2013,Rhode Island,0,0.2,10,1,7.0,0.0,0,2,9,1,39,0,39,1055.56
2013,South Carolina,0,0.2,9,1,0.0,15.4,0,2,8,1,0,14,14,4766.469
2013,South Dakota,0,0.2,7,1,7.7,18.4,0,2,7,1,43,17,43,842.751
2013,Tennessee,0,0.3,16,3,10.6,20.9,0,3,15,4,54,19,54,6496.943
2013,Texas,0,0.2,11,1,10.8,0.0,0,2,10,1,54,0,54,26479.646
2013,Utah,0,0.4,11,2,10.3,18.6,0,5,10,3,53,17,53,2898.773
2013,Vermont,0,0.3,11,1,0.0,0.0,0,3,10,1,0,0,10,626.603
2013,Virginia,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,8255.861
2013,Washington,0,0.3,13,1,8.9,19.3,0,3,12,1,49,18,49,6966.252
2013,West Virginia,0,0.3,0,5,0.0,13.2,0,3,0,7,0,12,12,1854.768
2013,Wisconsin,0,0.2,7,4,0.0,12.6,0,2,7,6,0,11,11,5738.012
2013,Wyoming,0,0.2,6,2,3.7,10.3,0,2,6,3,21,9,21,582.62
2013,Puerto Rico,0,0.8,0,5,0.0,26.9,0,9,0,7,0,24,24,
2013,Virgin Islands,0,0.0,0,1,0.0,0.0,0,0,0,1,0,0,1,
2013,Country Of Mexico,0,8.8,0,7,0.0,0.0,0,94,0,10,0,0,94,
2014,Alabama,0,0.4,19,3,11.6,20.5,0,5,18,4,56,19,56,4843.737
2014,Alaska,0,0.7,18,10,6.1,22.7,0,8,17,14,34,21,34,737.075
2014,Arizona,0,0.4,22,9,8.0,37.4,0,5,21,13,44,34,44,6732.873
2014,Arkansas,0,0.3,14,2,0.0,0.0,0,3,13,3,0,0,13,2968.759
2014,California,0,0.3,16,1,9.2,39.1,0,3,15,1,51,36,51,38586.706
2014,Colorado,0,0.3,14,3,7.3,17.5,0,3,13,4,41,16,41,5352.637
2014,Connecticut,0,0.3,15,1,9.0,0.0,0,3,14,1,50,0,50,3595.697
2014,Delaware,0,0.2,11,1,9.1,0.0,0,2,10,1,51,0,51,933.131
2014,District Of Columbia,0,0.5,19,2,9.9,16.6,0,6,18,3,52,15,52,
2014,Florida,0,0.2,11,2,9.9,15.6,0,2,10,3,52,14,52,19853.88
2014,Georgia,0,0.4,13,3,11.2,17.9,0,5,12,4,55,16,55,10071.204
2014,Hawaii,0,0.4,6,18,6.4,15.6,0,5,6,25,36,14,36,1415.335
2014,Idaho,0,0.3,19,5,10.5,17.0,0,3,18,7,54,15,54,1632.248
2014,Illinois,0,0.2,21,3,0.0,37.1,0,2,20,4,0,34,34,12885.092
2014,Indiana,0,0.4,15,5,12.1,20.8,0,5,14,7,57,19,57,6596.019
2014,Iowa,0,0.2,9,4,0.0,44.5,0,2,8,6,0,41,41,3110.643
2014,Kansas,0,0.3,9,2,0.0,21.9,0,3,8,3,0,20,20,2901.861
2014,Kentucky,0,0.3,12,3,11.8,16.3,0,3,11,4,56,15,56,4416.992
2014,Louisiana,0,0.3,12,4,9.8,19.4,0,3,11,6,52,18,52,4645.938
2014,Maine,0,0.2,8,1,7.1,15.0,0,2,8,1,39,14,39,1331.217
2014,Maryland,0,0.2,16,2,9.3,0.0,0,2,15,3,51,0,51,5960.064
2014,Massachusetts,0,0.3,15,2,7.4,0.0,0,3,14,3,41,0,41,6764.864
2014,Michigan,0,0.3,15,4,9.4,23.6,0,3,14,6,52,21,52,9932.033
2014,Minnesota,0,0.2,14,1,7.4,19.3,0,2,13,1,41,18,41,5452.665
2014,Mississippi,0,0.2,8,2,0.0,0.0,0,2,8,3,0,0,8,2991.892
2014,Missouri,0,0.3,17,5,10.0,21.8,0,3,16,7,53,20,53,6059.13
2014,Montana,0,0.1,3,3,6.6,15.0,0,1,3,4,37,14,37,1022.657
2014,Nebraska,0,0.4,0,3,8.6,24.8,0,5,0,4,48,23,48,1879.955
2014,Nevada,0,0.4,20,1,8.0,22.8,0,5,19,1,44,21,44,2818.935
2014,New Hampshire,0,0.2,4,2,7.5,10.1,0,2,4,3,42,9,42,1334.257
2014,New Jersey,0,0.4,22,1,0.0,0.0,0,5,21,1,0,0,21,8867.277
2014,New Mexico,0,0.2,11,0,6.5,30.9,0,2,10,0,36,28,36,2090.236
2014,New York,0,0.3,18,2,6.3,0.0,0,3,17,3,35,0,35,19653.431
2014,North Carolina,0,0.3,13,1,9.8,12.2,0,3,12,1,52,11,52,9937.295
2014,North Dakota,0,0.2,5,2,4.5,13.3,0,2,5,3,25,12,25,738.736
2014,Ohio,0,0.3,19,4,12.2,18.4,0,3,18,6,57,17,57,11606.573
2014,Oklahoma,0,0.2,11,2,8.5,21.5,0,2,10,3,47,20,47,3879.187
2014,Oregon,0,0.3,15,1,5.8,0.0,0,3,14,1,32,0,32,3965.447
2014,Pennsylvania,0,0.2,14,4,10.8,16.7,0,2,13,6,54,15,54,12792.392
2014,Rhode Island,0,0.4,14,1,5.5,0.0,0,5,13,1,31,0,31,1056.511
2014,South Carolina,0,0.2,10,1,8.9,16.0,0,2,9,1,49,15,49,4826.858
2014,South Dakota,0,0.2,7,1,5.5,18.2,0,2,7,1,31,17,31,849.67
2014,Tennessee,0,0.3,14,4,8.8,23.2,0,3,13,6,49,21,49,6544.617
2014,Texas,0,0.2,11,1,10.4,0.0,0,2,10,1,53,0,53,26963.092
2014,Utah,0,0.5,10,1,7.5,19.3,0,6,9,1,42,18,42,2938.327
2014,Vermont,0,0.2,11,1,6.1,0.0,0,2,10,1,34,0,34,625.693
2014,Virginia,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,8315.43
2014,Washington,0,0.4,19,1,7.2,19.7,0,5,18,1,40,18,40,7057.531
2014,West Virginia,0,0.3,0,5,0.0,12.9,0,3,0,7,0,12,12,1850.569
2014,Wisconsin,0,0.2,10,4,0.0,11.7,0,2,9,6,0,11,11,5753.199
2014,Wyoming,0,0.1,6,3,3.8,10.7,0,1,6,4,21,10,21,583.159
2014,Puerto Rico,0,0.7,0,3,0.0,26.3,0,8,0,4,0,24,24,
2014,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2014,Country Of Mexico,0,0.5,0,0,0.0,0.0,0,6,0,0,0,0,6,
2015,Alabama,0,0.4,18,3,11.6,18.6,0,5,17,4,56,17,56,4854.803
2015,Alaska,0,0.5,18,9,5.7,17.5,0,6,17,13,32,16,32,738.43
2015,Arizona,0,0.4,22,10,7.4,29.9,0,5,21,14,41,27,41,6832.81
2015,Arkansas,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,2979.732
2015,California,0,0.3,15,1,8.8,26.6,0,3,14,1,49,24,49,38904.296
2015,Colorado,0,0.4,17,4,7.4,13.9,0,5,16,6,41,13,41,5454.328
2015,Connecticut,0,0.3,16,1,8.5,13.8,0,3,15,1,47,13,47,3588.561
2015,Delaware,0,0.3,19,1,9.0,0.0,0,3,18,1,50,0,50,942.065
2015,District Of Columbia,0,0.4,20,2,10.5,16.5,0,5,19,3,54,15,54,
2015,Florida,0,0.3,10,2,8.9,16.2,0,3,9,3,49,15,49,20219.111
2015,Georgia,0,0.5,14,3,11.3,17.1,0,6,13,4,55,16,55,10183.353
2015,Hawaii,0,0.4,6,24,6.7,16.0,0,5,6,33,37,15,37,1422.999
2015,Idaho,0,0.3,19,4,9.8,18.7,0,3,18,6,52,17,52,1652.495
2015,Illinois,0,0.2,19,3,8.6,29.2,0,2,18,4,48,27,48,12859.585
2015,Indiana,0,0.4,13,4,9.9,19.5,0,5,12,6,52,18,52,6611.442
2015,Iowa,0,0.2,9,3,0.0,46.0,0,2,8,4,0,42,42,3122.541
2015,Kansas,0,0.3,9,2,0.0,19.1,0,3,8,3,0,17,17,2910.717
2015,Kentucky,0,0.3,12,2,10.5,17.7,0,3,11,3,54,16,54,4429.126
2015,Louisiana,0,0.5,11,3,12.0,19.4,0,6,10,4,56,18,56,4666.998
2015,Maine,0,0.2,10,2,7.0,14.2,0,2,9,3,39,13,39,1329.098
2015,Maryland,0,0.2,16,2,9.2,0.0,0,2,15,3,51,0,51,5988.528
2015,Massachusetts,0,0.2,15,1,6.4,0.0,0,2,14,1,36,0,36,6797.484
2015,Michigan,0,0.3,16,3,10.1,24.5,0,3,15,4,53,22,53,9934.483
2015,Minnesota,0,0.2,13,1,7.1,23.3,0,2,12,1,39,21,39,5484.002
2015,Mississippi,0,0.3,10,1,0.0,0.0,0,3,9,1,0,0,9,2990.231
2015,Missouri,0,0.3,17,3,9.1,19.8,0,3,16,4,51,18,51,6075.411
2015,Montana,0,0.2,2,2,8.1,20.4,0,2,2,3,45,19,45,1031.495
2015,Nebraska,0,0.3,0,3,8.8,23.5,0,3,0,4,49,21,49,1892.059
2015,Nevada,0,0.3,23,1,7.4,17.5,0,3,22,1,41,16,41,2868.531
2015,New Hampshire,0,0.2,5,1,7.1,11.2,0,2,5,1,39,10,39,1337.48
2015,New Jersey,0,0.4,22,1,11.3,0.0,0,5,21,1,55,0,55,8870.312
2015,New Mexico,0,0.2,11,1,7.0,22.5,0,2,10,1,39,20,39,2090.071
2015,New York,0,0.2,19,2,6.8,0.0,0,2,18,3,38,0,38,19657.321
2015,North Carolina,0,0.3,11,1,8.5,9.9,0,3,10,1,47,9,47,10037.218
2015,North Dakota,0,0.2,5,2,5.3,14.1,0,2,5,3,29,13,29,755.537
2015,Ohio,0,0.2,18,3,10.7,18.5,0,2,17,4,54,17,54,11622.315
2015,Oklahoma,0,0.2,13,2,7.9,17.4,0,2,12,3,44,16,44,3910.518
2015,Oregon,0,0.4,16,1,6.7,0.0,0,5,15,1,37,0,37,4018.542
2015,Pennsylvania,0,0.3,14,4,10.6,17.0,0,3,13,6,54,15,54,12789.838
2015,Rhode Island,0,0.4,15,1,7.5,0.0,0,5,14,1,42,0,42,1056.886
2015,South Carolina,0,0.2,9,1,7.4,15.8,0,2,8,1,41,14,41,4896.006
2015,South Dakota,0,0.2,7,1,6.5,20.1,0,2,7,1,36,18,36,854.663
2015,Tennessee,0,0.3,14,4,0.0,25.6,0,3,13,6,0,23,23,6595.354
2015,Texas,0,0.3,11,1,9.1,0.0,0,3,10,1,51,0,51,27468.531
2015,Utah,0,0.4,11,1,7.2,20.1,0,5,10,1,40,18,40,2983.626
2015,Vermont,0,0.2,11,0,6.2,0.0,0,2,10,0,34,0,34,625.81
2015,Virginia,0,0.3,13,1,10.0,0.0,0,3,12,1,53,0,53,8367.303
2015,Washington,0,0.3,19,1,7.9,20.4,0,3,18,1,44,19,44,7167.287
2015,West Virginia,0,0.3,0,4,0.0,12.6,0,3,0,6,0,11,11,1843.332
2015,Wisconsin,0,0.2,10,4,0.0,11.4,0,2,9,6,0,10,10,5762.927
2015,Wyoming,0,0.1,6,2,4.3,10.2,0,1,6,3,24,9,24,586.389
2015,Puerto Rico,0,0.6,14,3,0.0,28.1,0,7,13,4,0,26,26,
2015,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2015,Country Of Mexico,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2016,Alabama,0,0.3,19,2,10.5,18.8,0,3,18,3,54,17,54,4866.824
2016,Alaska,0,0.5,18,8,5.3,16.6,0,6,17,11,29,15,29,742.575
2016,Arizona,0,0.4,21,9,8.2,36.1,0,5,20,13,46,33,46,6944.767
2016,Arkansas,0,0.3,13,2,0.0,0.0,0,3,12,3,0,0,12,2991.815
2016,California,0,0.3,14,1,8.1,28.7,0,3,13,1,45,26,45,39149.186
2016,Colorado,0,0.4,17,3,6.8,11.4,0,5,16,4,38,10,38,5543.844
2016,Connecticut,0,0.3,16,1,7.2,12.3,0,3,15,1,40,11,40,3579.83
2016,Delaware,0,0.3,18,1,7.7,0.0,0,3,17,1,43,0,43,949.989
2016,District Of Columbia,0,0.5,19,1,10.0,16.6,0,6,18,1,53,15,53,
2016,Florida,0,0.3,11,1,7.9,16.4,0,3,10,1,44,15,44,20627.237
2016,Georgia,0,0.5,23,3,10.9,16.7,0,6,22,4,54,15,54,10308.442
2016,Hawaii,0,0.4,6,26,7.9,15.5,0,5,6,36,44,14,44,1428.885
2016,Idaho,0,0.3,17,4,5.2,16.6,0,3,16,6,29,15,29,1684.036
2016,Illinois,0,0.2,21,3,9.5,21.5,0,2,20,4,52,20,52,12821.709
2016,Indiana,0,0.3,13,3,8.9,18.7,0,3,12,4,49,17,49,6637.898
2016,Iowa,0,0.2,9,2,6.3,39.2,0,2,8,3,35,36,36,3133.21
2016,Kansas,0,0.2,8,1,5.2,18.2,0,2,8,1,29,17,29,2912.977
2016,Kentucky,0,0.3,11,1,9.0,15.4,0,3,10,1,50,14,50,4440.306
2016,Louisiana,0,0.4,11,3,11.4,18.5,0,5,10,4,55,17,55,4681.346
2016,Maine,0,0.2,7,1,6.5,11.8,0,2,7,1,36,11,36,1332.348
2016,Maryland,0,0.2,17,1,7.3,0.0,0,2,16,1,41,0,41,6007.014
2016,Massachusetts,0,0.2,13,1,6.2,0.0,0,2,12,1,34,0,34,6827.28
2016,Michigan,0,0.3,15,2,9.1,21.2,0,3,14,3,51,19,51,9954.117
2016,Minnesota,0,0.2,12,1,5.8,21.0,0,2,11,1,32,19,32,5525.36
2016,Mississippi,0,0.2,10,1,0.0,0.0,0,2,9,1,0,0,9,2990.595
2016,Missouri,0,0.3,15,2,7.9,20.6,0,3,14,3,44,19,44,6091.384
2016,Montana,0,0.2,2,1,6.2,14.8,0,2,2,1,34,13,34,1042.137
2016,Nebraska,0,0.3,0,2,8.0,22.2,0,3,0,3,44,20,44,1906.483
2016,Nevada,0,0.3,22,1,7.6,19.1,0,3,21,1,42,17,42,2919.555
2016,New Hampshire,0,0.2,5,1,5.6,9.5,0,2,5,1,31,9,31,1343.694
2016,New Jersey,0,0.3,19,1,8.9,0.0,0,3,18,1,49,0,49,8873.584
2016,New Mexico,0,0.2,11,1,7.6,25.8,0,2,10,1,42,23,42,2092.555
2016,New York,0,0.2,18,1,5.5,0.0,0,2,17,1,31,0,31,19636.391
2016,North Carolina,0,0.3,11,1,8.3,11.9,0,3,10,1,46,11,46,10161.802
2016,North Dakota,0,0.2,4,1,3.1,10.7,0,2,4,1,17,10,17,756.114
2016,Ohio,0,0.3,17,2,8.4,15.2,0,3,16,3,47,14,47,11640.06
2016,Oklahoma,0,0.2,12,2,7.7,16.8,0,2,11,3,43,15,43,3928.143
2016,Oregon,0,0.3,15,0,0.0,0.0,0,3,14,0,0,0,14,4093.271
2016,Pennsylvania,0,0.2,12,2,9.2,15.6,0,2,11,3,51,14,51,12788.468
2016,Rhode Island,0,0.4,13,0,6.6,0.0,0,5,12,0,37,0,37,1057.816
